Ticket_ID,llm_score
TKT-110650,1
TKT-110651,3
TKT-110652,0
TKT-110653,1
TKT-110654,1
TKT-110655,0
TKT-110656,0
TKT-110657,1
TKT-110658,0
TKT-110659,0
TKT-110660,1
TKT-110661,0
TKT-110662,3
TKT-110663,3
TKT-110664,2
TKT-110665,1
TKT-110666,0
TKT-110667,0
TKT-110668,0
TKT-110669,2
TKT-110670,2
TKT-110671,1
TKT-110672,1
TKT-110673,0
TKT-110674,1
TKT-110675,2
TKT-110676,3
TKT-110677,1
TKT-110678,0
TKT-110679,1
TKT-110680,2
TKT-110681,1
TKT-110682,3
TKT-110683,2
TKT-110684,0
TKT-110685,3
TKT-110686,1
TKT-110687,2
TKT-110688,1
TKT-110689,0
TKT-110690,1
TKT-110691,1
TKT-110692,1
TKT-110693,1
TKT-110694,0
TKT-110695,2
TKT-110696,1
TKT-110697,1
TKT-110698,2
TKT-110699,1
TKT-110700,2
TKT-110701,1
TKT-110702,0
TKT-110703,0
TKT-110704,1
TKT-110705,3
TKT-110706,2
TKT-110707,0
TKT-110708,0
TKT-110709,0
TKT-110710,3
TKT-110711,1
TKT-110712,0
TKT-110713,0
TKT-110714,0
TKT-110715,1
TKT-110716,1
TKT-110717,1
TKT-110718,1
TKT-110719,1
TKT-110720,1
TKT-110721,2
TKT-110722,1
TKT-110723,0
TKT-110724,1
TKT-110725,0
TKT-110726,0
TKT-110727,0
TKT-110728,1
TKT-110729,1
TKT-110730,0
TKT-110731,0
TKT-110732,1
TKT-110733,0
TKT-110734,0
TKT-110735,2
TKT-110736,0
TKT-110737,0
TKT-110738,0
TKT-110739,0
TKT-110740,0
TKT-110741,0
TKT-110742,0
TKT-110743,1
TKT-110744,2
TKT-110745,1
TKT-110746,2
TKT-110747,3
TKT-110748,3
TKT-110749,1
TKT-110750,0
TKT-110751,1
TKT-110752,2
TKT-110753,0
TKT-110754,1
TKT-110755,0
TKT-110756,0
TKT-110757,0
TKT-110758,0
TKT-110759,1
TKT-110760,0
TKT-110761,1
TKT-110762,1
TKT-110763,2
TKT-110764,0
TKT-110765,0
TKT-110766,0
TKT-110767,1
TKT-110768,1
TKT-110769,1
TKT-110770,3
TKT-110771,0
TKT-110772,3
TKT-110773,0
TKT-110774,2
TKT-110775,0
TKT-110776,1
TKT-110777,0
TKT-110778,0
TKT-110779,1
TKT-110780,0
TKT-110781,0
TKT-110782,1
TKT-110783,1
TKT-110784,0
TKT-110785,0
TKT-110786,0
TKT-110787,2
TKT-110788,2
TKT-110789,0
TKT-110790,1
TKT-110791,0
TKT-110792,1
TKT-110793,0
TKT-110794,0
TKT-110795,0
TKT-110796,1
TKT-110797,1
TKT-110798,2
TKT-110799,3
TKT-110800,1
TKT-110801,2
TKT-110802,0
TKT-110803,0
TKT-110804,0
TKT-110805,1
TKT-110806,0
TKT-110807,1
TKT-110808,1
TKT-110809,1
TKT-110810,0
TKT-110811,0
TKT-110812,1
TKT-110813,0
TKT-110814,1
TKT-110815,0
TKT-110816,0
TKT-110817,0
TKT-110818,3
TKT-110819,2
TKT-110820,0
TKT-110821,0
TKT-110822,0
TKT-110823,1
TKT-110824,1
TKT-110825,1
TKT-110826,1
TKT-110827,1
TKT-110828,0
TKT-110829,0
TKT-110830,0
TKT-110831,0
TKT-110832,2
TKT-110833,2
TKT-110834,1
TKT-110835,1
TKT-110836,2
TKT-110837,2
TKT-110838,0
TKT-110839,0
TKT-110840,1
TKT-110841,2
TKT-110842,0
TKT-110843,0
TKT-110844,0
TKT-110845,1
TKT-110846,0
TKT-110847,1
TKT-110848,3
TKT-110849,1
TKT-110850,2
TKT-110851,0
TKT-110852,3
TKT-110853,2
TKT-110854,0
TKT-110855,3
TKT-110856,1
TKT-110857,2
TKT-110858,3
TKT-110859,0
TKT-110860,0
TKT-110861,0
TKT-110862,1
TKT-110863,1
TKT-110864,1
TKT-110865,0
TKT-110866,0
TKT-110867,0
TKT-110868,1
TKT-110869,0
TKT-110870,2
TKT-110871,0
TKT-110872,0
TKT-110873,2
TKT-110874,0
TKT-110875,1
TKT-110876,0
TKT-110877,1
TKT-110878,0
TKT-110879,0
TKT-110880,2
TKT-110881,0
TKT-110882,0
TKT-110883,1
TKT-110884,2
TKT-110885,0
TKT-110886,2
TKT-110887,1
TKT-110888,3
TKT-110889,1
TKT-110890,3
TKT-110891,1
TKT-110892,0
TKT-110893,1
TKT-110894,2
TKT-110895,1
TKT-110896,2
TKT-110897,1
TKT-110898,0
TKT-110899,1
TKT-110900,0
TKT-110901,2
TKT-110902,2
TKT-110903,1
TKT-110904,3
TKT-110905,0
TKT-110906,0
TKT-110907,1
TKT-110908,1
TKT-110909,0
TKT-110910,1
TKT-110911,0
TKT-110912,0
TKT-110913,0
TKT-110914,1
TKT-110915,1
TKT-110916,1
TKT-110917,0
TKT-110918,1
TKT-110919,1
TKT-110920,1
TKT-110921,0
TKT-110922,0
TKT-110923,2
TKT-110924,1
TKT-110925,2
TKT-110926,1
TKT-110927,0
TKT-110928,0
TKT-110929,3
TKT-110930,1
TKT-110931,3
TKT-110932,3
TKT-110933,2
TKT-110934,0
TKT-110935,3
TKT-110936,0
TKT-110937,0
TKT-110938,0
TKT-110939,1
TKT-110940,0
TKT-110941,2
TKT-110942,1
TKT-110943,0
TKT-110944,0
TKT-110945,1
TKT-110946,3
TKT-110947,3
TKT-110948,1
TKT-110949,0
TKT-110950,3
TKT-110951,2
TKT-110952,0
TKT-110953,1
TKT-110954,1
TKT-110955,1
TKT-110956,3
TKT-110957,0
TKT-110958,2
TKT-110959,2
TKT-110960,3
TKT-110961,0
TKT-110962,0
TKT-110963,1
TKT-110964,1
TKT-110965,1
TKT-110966,3
TKT-110967,3
TKT-110968,2
TKT-110969,0
TKT-110970,3
TKT-110971,2
TKT-110972,0
TKT-110973,1
TKT-110974,2
TKT-110975,0
TKT-110976,0
TKT-110977,0
TKT-110978,0
TKT-110979,0
TKT-110980,1
TKT-110981,1
TKT-110982,2
TKT-110983,1
TKT-110984,2
TKT-110985,0
TKT-110986,2
TKT-110987,3
TKT-110988,1
TKT-110989,1
TKT-110990,2
TKT-110991,1
TKT-110992,0
TKT-110993,1
TKT-110994,2
TKT-110995,1
TKT-110996,0
TKT-110997,1
TKT-110998,0
TKT-110999,1
TKT-111000,0
TKT-111001,0
TKT-111002,1
TKT-111003,1
TKT-111004,1
TKT-111005,2
TKT-111006,0
TKT-111007,3
TKT-111008,1
TKT-111009,0
TKT-111010,0
TKT-111011,1
TKT-111012,0
TKT-111013,0
TKT-111014,1
TKT-111015,2
TKT-111016,0
TKT-111017,1
TKT-111018,1
TKT-111019,0
TKT-111020,1
TKT-111021,1
TKT-111022,1
TKT-111023,1
TKT-111024,0
TKT-111025,2
TKT-111026,2
TKT-111027,1
TKT-111028,2
TKT-111029,1
TKT-111030,2
TKT-111031,1
TKT-111032,2
TKT-111033,1
TKT-111034,0
TKT-111035,0
TKT-111036,1
TKT-111037,1
TKT-111038,2
TKT-111039,2
TKT-111040,0
TKT-111041,2
TKT-111042,0
TKT-111043,0
TKT-111044,0
TKT-111045,1
TKT-111046,2
TKT-111047,0
TKT-111048,1
TKT-111049,2
TKT-111050,0
TKT-111051,2
TKT-111052,1
TKT-111053,0
TKT-111054,0
TKT-111055,3
TKT-111056,0
TKT-111057,1
TKT-111058,0
TKT-111059,1
TKT-111060,1
TKT-111061,2
TKT-111062,1
TKT-111063,1
TKT-111064,1
TKT-111065,0
TKT-111066,0
TKT-111067,0
TKT-111068,0
TKT-111069,0
TKT-111070,3
TKT-111071,0
TKT-111072,2
TKT-111073,1
TKT-111074,1
TKT-111075,1
TKT-111076,1
TKT-111077,0
TKT-111078,0
TKT-111079,1
TKT-111080,0
TKT-111081,0
TKT-111082,1
TKT-111083,0
TKT-111084,1
TKT-111085,1
TKT-111086,0
TKT-111087,1
TKT-111088,2
TKT-111089,0
TKT-111090,0
TKT-111091,2
TKT-111092,0
TKT-111093,0
TKT-111094,3
TKT-111095,1
TKT-111096,2
TKT-111097,0
TKT-111098,0
TKT-111099,0
TKT-111100,0
TKT-111101,1
TKT-111102,0
TKT-111103,0
TKT-111104,2
TKT-111105,0
TKT-111106,0
TKT-111107,1
TKT-111108,1
TKT-111109,2
TKT-111110,0
TKT-111111,0
TKT-111112,0
TKT-111113,0
TKT-111114,1
TKT-111115,0
TKT-111116,1
TKT-111117,1
TKT-111118,0
TKT-111119,0
TKT-111120,1
TKT-111121,0
TKT-111122,0
TKT-111123,0
TKT-111124,1
TKT-111125,0
TKT-111126,2
TKT-111127,2
TKT-111128,1
TKT-111129,0
TKT-111130,1
TKT-111131,0
TKT-111132,0
TKT-111133,1
TKT-111134,2
TKT-111135,0
TKT-111136,3
TKT-111137,0
TKT-111138,1
TKT-111139,0
TKT-111140,1
TKT-111141,0
TKT-111142,0
TKT-111143,3
TKT-111144,2
TKT-111145,1
TKT-111146,1
TKT-111147,1
TKT-111148,0
TKT-111149,2
TKT-111150,1
TKT-111151,0
TKT-111152,3
TKT-111153,0
TKT-111154,0
TKT-111155,0
TKT-111156,0
TKT-111157,1
TKT-111158,1
TKT-111159,0
TKT-111160,1
TKT-111161,0
TKT-111162,0
TKT-111163,0
TKT-111164,0
TKT-111165,1
TKT-111166,1
TKT-111167,1
TKT-111168,1
TKT-111169,2
TKT-111170,1
TKT-111171,0
TKT-111172,2
TKT-111173,2
TKT-111174,3
TKT-111175,3
TKT-111176,1
TKT-111177,0
TKT-111178,0
TKT-111179,3
TKT-111180,2
TKT-111181,0
TKT-111182,2
TKT-111183,0
TKT-111184,0
TKT-111185,0
TKT-111186,0
TKT-111187,2
TKT-111188,0
TKT-111189,0
TKT-111190,2
TKT-111191,0
TKT-111192,1
TKT-111193,0
TKT-111194,1
TKT-111195,0
TKT-111196,2
TKT-111197,1
TKT-111198,0
TKT-111199,0
TKT-111200,1
TKT-111201,0
TKT-111202,0
TKT-111203,0
TKT-111204,1
TKT-111205,3
TKT-111206,2
TKT-111207,0
TKT-111208,1
TKT-111209,0
TKT-111210,0
TKT-111211,0
TKT-111212,1
TKT-111213,1
TKT-111214,0
TKT-111215,1
TKT-111216,1
TKT-111217,1
TKT-111218,0
TKT-111219,1
TKT-111220,0
TKT-111221,2
TKT-111222,1
TKT-111223,3
TKT-111224,1
TKT-111225,0
TKT-111226,1
TKT-111227,1
TKT-111228,0
TKT-111229,0
TKT-111230,0
TKT-111231,1
TKT-111232,2
TKT-111233,1
TKT-111234,1
TKT-111235,0
TKT-111236,1
TKT-111237,3
TKT-111238,0
TKT-111239,0
TKT-111240,0
TKT-111241,2
TKT-111242,0
TKT-111243,0
TKT-111244,0
TKT-111245,1
TKT-111246,1
TKT-111247,0
TKT-111248,0
TKT-111249,0
TKT-111250,0
TKT-111251,1
TKT-111252,1
TKT-111253,0
TKT-111254,1
TKT-111255,1
TKT-111256,1
TKT-111257,1
TKT-111258,0
TKT-111259,1
TKT-111260,0
TKT-111261,0
TKT-111262,0
TKT-111263,0
TKT-111264,0
TKT-111265,1
TKT-111266,0
TKT-111267,1
TKT-111268,1
TKT-111269,2
TKT-111270,1
TKT-111271,0
TKT-111272,0
TKT-111273,1
TKT-111274,0
TKT-111275,0
TKT-111276,3
TKT-111277,0
TKT-111278,1
TKT-111279,0
TKT-111280,3
TKT-111281,2
TKT-111282,1
TKT-111283,1
TKT-111284,0
TKT-111285,0
TKT-111286,0
TKT-111287,3
TKT-111288,0
TKT-111289,0
TKT-111290,0
TKT-111291,0
TKT-111292,1
TKT-111293,1
TKT-111294,0
TKT-111295,1
TKT-111296,1
TKT-111297,1
TKT-111298,0
TKT-111299,1
TKT-111300,3
TKT-111301,1
TKT-111302,0
TKT-111303,2
TKT-111304,0
TKT-111305,1
TKT-111306,1
TKT-111307,0
TKT-111308,1
TKT-111309,2
TKT-111310,1
TKT-111311,0
TKT-111312,2
TKT-111313,3
TKT-111314,1
TKT-111315,0
TKT-111316,2
TKT-111317,0
TKT-111318,2
TKT-111319,1
TKT-111320,1
TKT-111321,0
TKT-111322,3
TKT-111323,3
TKT-111324,1
TKT-111325,2
TKT-111326,1
TKT-111327,1
TKT-111328,1
TKT-111329,1
TKT-111330,1
TKT-111331,0
TKT-111332,1
TKT-111333,1
TKT-111334,1
TKT-111335,1
TKT-111336,0
TKT-111337,0
TKT-111338,1
TKT-111339,2
TKT-111340,2
TKT-111341,2
TKT-111342,1
TKT-111343,3
TKT-111344,0
TKT-111345,0
TKT-111346,1
TKT-111347,1
TKT-111348,1
TKT-111349,0
TKT-111350,0
TKT-111351,0
TKT-111352,1
TKT-111353,1
TKT-111354,1
TKT-111355,1
TKT-111356,1
TKT-111357,1
TKT-111358,0
TKT-111359,1
TKT-111360,2
TKT-111361,0
TKT-111362,0
TKT-111363,2
TKT-111364,1
TKT-111365,1
TKT-111366,0
TKT-111367,0
TKT-111368,0
TKT-111369,1
TKT-111370,2
TKT-111371,0
TKT-111372,1
TKT-111373,0
TKT-111374,1
TKT-111375,0
TKT-111376,1
TKT-111377,1
TKT-111378,0
TKT-111379,1
TKT-111380,0
TKT-111381,2
TKT-111382,0
TKT-111383,1
TKT-111384,1
TKT-111385,0
TKT-111386,0
TKT-111387,2
TKT-111388,2
TKT-111389,2
TKT-111390,3
TKT-111391,1
TKT-111392,1
TKT-111393,2
TKT-111394,3
TKT-111395,1
TKT-111396,0
TKT-111397,1
TKT-111398,2
TKT-111399,1
TKT-111400,0
TKT-111401,0
TKT-111402,0
TKT-111403,0
TKT-111404,2
TKT-111405,0
TKT-111406,2
TKT-111407,1
TKT-111408,0
TKT-111409,0
TKT-111410,0
TKT-111411,0
TKT-111412,2
TKT-111413,0
TKT-111414,1
TKT-111415,1
TKT-111416,0
TKT-111417,0
TKT-111418,0
TKT-111419,3
TKT-111420,3
TKT-111421,1
TKT-111422,0
TKT-111423,2
TKT-111424,1
TKT-111425,0
TKT-111426,1
TKT-111427,2
TKT-111428,2
TKT-111429,2
TKT-111430,1
TKT-111431,1
TKT-111432,1
TKT-111433,0
TKT-111434,0
TKT-111435,2
TKT-111436,0
TKT-111437,2
TKT-111438,1
TKT-111439,1
TKT-111440,1
TKT-111441,0
TKT-111442,0
TKT-111443,0
TKT-111444,1
TKT-111445,3
TKT-111446,0
TKT-111447,0
TKT-111448,3
TKT-111449,1
TKT-111450,1
TKT-111451,2
TKT-111452,0
TKT-111453,1
TKT-111454,0
TKT-111455,1
TKT-111456,1
TKT-111457,1
TKT-111458,0
TKT-111459,0
TKT-111460,2
TKT-111461,1
TKT-111462,1
TKT-111463,1
TKT-111464,0
TKT-111465,0
TKT-111466,1
TKT-111467,0
TKT-111468,1
TKT-111469,1
TKT-111470,0
TKT-111471,0
TKT-111472,1
TKT-111473,0
TKT-111474,0
TKT-111475,2
TKT-111476,1
TKT-111477,0
TKT-111478,0
TKT-111479,1
TKT-111480,2
TKT-111481,0
TKT-111482,1
TKT-111483,1
TKT-111484,3
TKT-111485,0
TKT-111486,2
TKT-111487,0
TKT-111488,3
TKT-111489,2
TKT-111490,1
TKT-111491,0
TKT-111492,1
TKT-111493,0
TKT-111494,0
TKT-111495,1
TKT-111496,3
TKT-111497,0
TKT-111498,0
TKT-111499,0
TKT-111500,1
TKT-111501,2
TKT-111502,0
TKT-111503,0
TKT-111504,0
TKT-111505,1
TKT-111506,1
TKT-111507,2
TKT-111508,0
TKT-111509,1
TKT-111510,0
TKT-111511,1
TKT-111512,3
TKT-111513,2
TKT-111514,1
TKT-111515,1
TKT-111516,0
TKT-111517,0
TKT-111518,1
TKT-111519,1
TKT-111520,0
TKT-111521,1
TKT-111522,1
TKT-111523,1
TKT-111524,1
TKT-111525,1
TKT-111526,1
TKT-111527,0
TKT-111528,1
TKT-111529,0
TKT-111530,1
TKT-111531,1
TKT-111532,1
TKT-111533,0
TKT-111534,0
TKT-111535,3
TKT-111536,0
TKT-111537,0
TKT-111538,0
TKT-111539,3
TKT-111540,0
TKT-111541,1
TKT-111542,0
TKT-111543,3
TKT-111544,1
TKT-111545,2
TKT-111546,0
TKT-111547,0
TKT-111548,1
TKT-111549,3
TKT-111550,0
TKT-111551,2
TKT-111552,1
TKT-111553,2
TKT-111554,0
TKT-111555,0
TKT-111556,1
TKT-111557,1
TKT-111558,1
TKT-111559,0
TKT-111560,0
TKT-111561,3
TKT-111562,2
TKT-111563,0
TKT-111564,0
TKT-111565,0
TKT-111566,0
TKT-111567,0
TKT-111568,2
TKT-111569,0
TKT-111570,1
TKT-111571,0
TKT-111572,1
TKT-111573,1
TKT-111574,1
TKT-111575,3
TKT-111576,1
TKT-111577,1
TKT-111578,1
TKT-111579,1
TKT-111580,2
TKT-111581,2
TKT-111582,1
TKT-111583,2
TKT-111584,0
TKT-111585,0
TKT-111586,0
TKT-111587,0
TKT-111588,0
TKT-111589,0
TKT-111590,0
TKT-111591,0
TKT-111592,0
TKT-111593,1
TKT-111594,1
TKT-111595,0
TKT-111596,0
TKT-111597,1
TKT-111598,2
TKT-111599,1
TKT-111600,1
TKT-111601,0
TKT-111602,2
TKT-111603,0
TKT-111604,0
TKT-111605,0
TKT-111606,0
TKT-111607,1
TKT-111608,0
TKT-111609,0
TKT-111610,0
TKT-111611,2
TKT-111612,0
TKT-111613,0
TKT-111614,0
TKT-111615,0
TKT-111616,1
TKT-111617,2
TKT-111618,0
TKT-111619,2
TKT-111620,0
TKT-111621,0
TKT-111622,3
TKT-111623,0
TKT-111624,3
TKT-111625,2
TKT-111626,0
TKT-111627,1
TKT-111628,1
TKT-111629,3
TKT-111630,1
TKT-111631,0
TKT-111632,0
TKT-111633,1
TKT-111634,1
TKT-111635,0
TKT-111636,1
TKT-111637,0
TKT-111638,2
TKT-111639,0
TKT-111640,0
TKT-111641,1
TKT-111642,1
TKT-111643,0
TKT-111644,0
TKT-111645,1
TKT-111646,0
TKT-111647,1
TKT-111648,1
TKT-111649,0
TKT-111650,1
TKT-111651,0
TKT-111652,0
TKT-111653,3
TKT-111654,1
TKT-111655,2
TKT-111656,0
TKT-111657,0
TKT-111658,0
TKT-111659,1
TKT-111660,0
TKT-111661,3
TKT-111662,0
TKT-111663,1
TKT-111664,2
TKT-111665,1
TKT-111666,0
TKT-111667,0
TKT-111668,1
TKT-111669,1
TKT-111670,0
TKT-111671,0
TKT-111672,0
TKT-111673,1
TKT-111674,1
TKT-111675,0
TKT-111676,0
TKT-111677,0
TKT-111678,0
TKT-111679,0
TKT-111680,0
TKT-111681,0
TKT-111682,1
TKT-111683,0
TKT-111684,2
TKT-111685,3
TKT-111686,0
TKT-111687,2
TKT-111688,0
TKT-111689,0
TKT-111690,2
TKT-111691,1
TKT-111692,0
TKT-111693,0
TKT-111694,0
TKT-111695,0
TKT-111696,1
TKT-111697,1
TKT-111698,0
TKT-111699,0
TKT-111700,0
TKT-111701,0
TKT-111702,2
TKT-111703,0
TKT-111704,1
TKT-111705,0
TKT-111706,1
TKT-111707,1
TKT-111708,1
TKT-111709,1
TKT-111710,0
TKT-111711,0
TKT-111712,0
TKT-111713,0
TKT-111714,1
TKT-111715,0
TKT-111716,1
TKT-111717,2
TKT-111718,0
TKT-111719,1
TKT-111720,0
TKT-111721,3
TKT-111722,0
TKT-111723,3
TKT-111724,1
TKT-111725,1
TKT-111726,0
TKT-111727,0
TKT-111728,0
TKT-111729,1
TKT-111730,1
TKT-111731,0
TKT-111732,0
TKT-111733,0
TKT-111734,3
TKT-111735,2
TKT-111736,0
TKT-111737,1
TKT-111738,1
TKT-111739,0
TKT-111740,0
TKT-111741,0
TKT-111742,0
TKT-111743,3
TKT-111744,2
TKT-111745,1
TKT-111746,1
TKT-111747,0
TKT-111748,1
TKT-111749,1
TKT-111750,0
TKT-111751,1
TKT-111752,2
TKT-111753,1
TKT-111754,0
TKT-111755,2
TKT-111756,0
TKT-111757,1
TKT-111758,0
TKT-111759,1
TKT-111760,3
TKT-111761,1
TKT-111762,2
TKT-111763,2
TKT-111764,0
TKT-111765,1
TKT-111766,0
TKT-111767,1
TKT-111768,0
TKT-111769,2
TKT-111770,3
TKT-111771,0
TKT-111772,1
TKT-111773,1
TKT-111774,0
TKT-111775,3
TKT-111776,1
TKT-111777,1
TKT-111778,3
TKT-111779,1
TKT-111780,1
TKT-111781,1
TKT-111782,0
TKT-111783,0
TKT-111784,3
TKT-111785,3
TKT-111786,1
TKT-111787,1
TKT-111788,1
TKT-111789,3
TKT-111790,3
TKT-111791,1
TKT-111792,1
TKT-111793,2
TKT-111794,1
TKT-111795,1
TKT-111796,0
TKT-111797,0
TKT-111798,1
TKT-111799,2
TKT-111800,1
TKT-111801,1
TKT-111802,1
TKT-111803,3
TKT-111804,0
TKT-111805,1
TKT-111806,0
TKT-111807,1
TKT-111808,1
TKT-111809,1
TKT-111810,2
TKT-111811,3
TKT-111812,0
TKT-111813,0
TKT-111814,0
TKT-111815,0
TKT-111816,2
TKT-111817,0
TKT-111818,2
TKT-111819,1
TKT-111820,0
TKT-111821,0
TKT-111822,1
TKT-111823,1
TKT-111824,1
TKT-111825,0
TKT-111826,2
TKT-111827,0
TKT-111828,1
TKT-111829,0
TKT-111830,1
TKT-111831,1
TKT-111832,1
TKT-111833,1
TKT-111834,0
TKT-111835,3
TKT-111836,2
TKT-111837,1
TKT-111838,0
TKT-111839,0
TKT-111840,2
TKT-111841,1
TKT-111842,3
TKT-111843,0
TKT-111844,2
TKT-111845,1
TKT-111846,2
TKT-111847,0
TKT-111848,0
TKT-111849,0
TKT-111850,1
TKT-111851,1
TKT-111852,0
TKT-111853,0
TKT-111854,0
TKT-111855,1
TKT-111856,0
TKT-111857,2
TKT-111858,1
TKT-111859,1
TKT-111860,1
TKT-111861,2
TKT-111862,0
TKT-111863,0
TKT-111864,2
TKT-111865,0
TKT-111866,0
TKT-111867,1
TKT-111868,1
TKT-111869,0
TKT-111870,1
TKT-111871,0
TKT-111872,0
TKT-111873,0
TKT-111874,1
TKT-111875,2
TKT-111876,3
TKT-111877,0
TKT-111878,0
TKT-111879,0
TKT-111880,0
TKT-111881,1
TKT-111882,3
TKT-111883,0
TKT-111884,2
TKT-111885,0
TKT-111886,2
TKT-111887,0
TKT-111888,0
TKT-111889,1
TKT-111890,1
TKT-111891,0
TKT-111892,0
TKT-111893,0
TKT-111894,1
TKT-111895,0
TKT-111896,1
TKT-111897,0
TKT-111898,0
TKT-111899,0
TKT-111900,0
TKT-111901,2
TKT-111902,1
TKT-111903,0
TKT-111904,1
TKT-111905,1
TKT-111906,0
TKT-111907,0
TKT-111908,1
TKT-111909,0
TKT-111910,2
TKT-111911,0
TKT-111912,2
TKT-111913,0
TKT-111914,0
TKT-111915,1
TKT-111916,0
TKT-111917,1
TKT-111918,0
TKT-111919,3
TKT-111920,0
TKT-111921,0
TKT-111922,0
TKT-111923,1
TKT-111924,1
TKT-111925,0
TKT-111926,2
TKT-111927,0
TKT-111928,0
TKT-111929,2
TKT-111930,2
TKT-111931,1
TKT-111932,3
TKT-111933,3
TKT-111934,1
TKT-111935,2
TKT-111936,1
TKT-111937,2
TKT-111938,0
TKT-111939,1
TKT-111940,2
TKT-111941,0
TKT-111942,0
TKT-111943,0
TKT-111944,1
TKT-111945,1
TKT-111946,2
TKT-111947,0
TKT-111948,3
TKT-111949,0
TKT-111950,0
TKT-111951,0
TKT-111952,0
TKT-111953,1
TKT-111954,0
TKT-111955,1
TKT-111956,0
TKT-111957,0
TKT-111958,0
TKT-111959,1
TKT-111960,0
TKT-111961,1
TKT-111962,1
TKT-111963,1
TKT-111964,1
TKT-111965,0
TKT-111966,0
TKT-111967,0
TKT-111968,0
TKT-111969,0
TKT-111970,1
TKT-111971,1
TKT-111972,0
TKT-111973,1
TKT-111974,1
TKT-111975,0
TKT-111976,1
TKT-111977,0
TKT-111978,0
TKT-111979,1
TKT-111980,0
TKT-111981,1
TKT-111982,0
TKT-111983,1
TKT-111984,2
TKT-111985,3
TKT-111986,2
TKT-111987,0
TKT-111988,0
TKT-111989,0
TKT-111990,0
TKT-111991,1
TKT-111992,1
TKT-111993,1
TKT-111994,3
TKT-111995,1
TKT-111996,0
TKT-111997,2
TKT-111998,3
TKT-111999,2
TKT-112000,0
TKT-112001,0
TKT-112002,0
TKT-112003,0
TKT-112004,3
TKT-112005,1
TKT-112006,2
TKT-112007,0
TKT-112008,0
TKT-112009,0
TKT-112010,1
TKT-112011,1
TKT-112012,1
TKT-112013,2
TKT-112014,0
TKT-112015,0
TKT-112016,0
TKT-112017,0
TKT-112018,3
TKT-112019,2
TKT-112020,1
TKT-112021,2
TKT-112022,3
TKT-112023,0
TKT-112024,2
TKT-112025,3
TKT-112026,0
TKT-112027,1
TKT-112028,0
TKT-112029,0
TKT-112030,0
TKT-112031,1
TKT-112032,1
TKT-112033,0
TKT-112034,0
TKT-112035,2
TKT-112036,0
TKT-112037,0
TKT-112038,0
TKT-112039,0
TKT-112040,1
TKT-112041,1
TKT-112042,0
TKT-112043,0
TKT-112044,0
TKT-112045,1
TKT-112046,2
TKT-112047,0
TKT-112048,1
TKT-112049,1
TKT-112050,1
TKT-112051,0
TKT-112052,2
TKT-112053,0
TKT-112054,2
TKT-112055,1
TKT-112056,0
TKT-112057,0
TKT-112058,1
TKT-112059,1
TKT-112060,0
TKT-112061,2
TKT-112062,3
TKT-112063,2
TKT-112064,0
TKT-112065,0
TKT-112066,1
TKT-112067,1
TKT-112068,2
TKT-112069,0
TKT-112070,2
TKT-112071,0
TKT-112072,2
TKT-112073,0
TKT-112074,0
TKT-112075,0
TKT-112076,3
TKT-112077,0
TKT-112078,1
TKT-112079,0
TKT-112080,2
TKT-112081,1
TKT-112082,0
TKT-112083,0
TKT-112084,1
TKT-112085,1
TKT-112086,0
TKT-112087,3
TKT-112088,0
TKT-112089,0
TKT-112090,0
TKT-112091,0
TKT-112092,1
TKT-112093,1
TKT-112094,0
TKT-112095,0
TKT-112096,0
TKT-112097,2
TKT-112098,2
TKT-112099,2
TKT-112100,1
TKT-112101,1
TKT-112102,2
TKT-112103,2
TKT-112104,1
TKT-112105,1
TKT-112106,0
TKT-112107,0
TKT-112108,1
TKT-112109,1
TKT-112110,0
TKT-112111,2
TKT-112112,0
TKT-112113,1
TKT-112114,1
TKT-112115,0
TKT-112116,1
TKT-112117,3
TKT-112118,2
TKT-112119,0
TKT-112120,1
TKT-112121,2
TKT-112122,3
TKT-112123,0
TKT-112124,0
TKT-112125,1
TKT-112126,0
TKT-112127,1
TKT-112128,1
TKT-112129,0
TKT-112130,0
TKT-112131,2
TKT-112132,1
TKT-112133,0
TKT-112134,1
TKT-112135,0
TKT-112136,1
TKT-112137,2
TKT-112138,1
TKT-112139,0
TKT-112140,1
TKT-112141,0
TKT-112142,0
TKT-112143,3
TKT-112144,1
TKT-112145,1
TKT-112146,0
TKT-112147,0
TKT-112148,0
TKT-112149,0
TKT-112150,0
TKT-112151,2
TKT-112152,0
TKT-112153,0
TKT-112154,0
TKT-112155,1
TKT-112156,0
TKT-112157,1
TKT-112158,1
TKT-112159,1
TKT-112160,3
TKT-112161,1
TKT-112162,1
TKT-112163,1
TKT-112164,2
TKT-112165,1
TKT-112166,1
TKT-112167,1
TKT-112168,0
TKT-112169,0
TKT-112170,1
TKT-112171,1
TKT-112172,2
TKT-112173,0
TKT-112174,1
TKT-112175,0
TKT-112176,0
TKT-112177,1
TKT-112178,0
TKT-112179,0
TKT-112180,2
TKT-112181,1
TKT-112182,0
TKT-112183,0
TKT-112184,1
TKT-112185,0
TKT-112186,0
TKT-112187,0
TKT-112188,1
TKT-112189,1
TKT-112190,2
TKT-112191,1
TKT-112192,3
TKT-112193,0
TKT-112194,1
TKT-112195,0
TKT-112196,1
TKT-112197,2
TKT-112198,1
TKT-112199,0
TKT-112200,2
TKT-112201,3
TKT-112202,0
TKT-112203,0
